iter	Logloss
256	0.2317770229
257	0.2314726216
258	0.2310833251
259	0.2307578824
260	0.2305231264
261	0.2302748937
262	0.230145088
263	0.2299101428
264	0.2297655727
265	0.2294332555
266	0.2292376028
267	0.2290280096
268	0.2288422237
269	0.2286447899
270	0.2283921656
271	0.2281570423
272	0.2279083027
273	0.2276361701
274	0.2273430175
275	0.2271531115
276	0.2269430575
277	0.2267045496
278	0.2265729003
279	0.2262844149
280	0.2261622417
281	0.2258063753
282	0.2256673108
283	0.2254083241
284	0.2251017413
285	0.2248008941
286	0.2246289445
287	0.2243801636
288	0.2241967513
289	0.2239282055
290	0.2236322285
291	0.2235196272
292	0.2232078951
293	0.2228822429
294	0.2226790233
295	0.2224107642
296	0.2222274995
297	0.2219265316
298	0.2217630839
299	0.2215434416
300	0.2213420136
301	0.2211909442
302	0.2210142711
303	0.2208082606
304	0.2206395312
305	0.2204470219
306	0.2202328795
307	0.2199865537
308	0.2197136188
309	0.2195339121
310	0.2193494095
311	0.2192051175
312	0.2190340057
313	0.2188513196
314	0.2186566307
315	0.2184357499
316	0.2181983711
317	0.2180372636
318	0.2178349372
319	0.2176257289
320	0.2174710082
321	0.2173622376
322	0.2171543415
323	0.2169908574
324	0.2167670399
325	0.2166199685
326	0.2164135145
327	0.2162987047
328	0.2160642645
329	0.2158942646
330	0.2157120742
331	0.2155017489
332	0.2153310993
333	0.2151652907
334	0.214930911
335	0.2148321856
336	0.2146617724
337	0.2143954439
338	0.2141317412
339	0.2139074379
340	0.2137556508
341	0.2135833601
342	0.213390537
343	0.2131091952
344	0.2127719462
345	0.2125845239
346	0.2123368497
347	0.2122111158
348	0.212032426
349	0.2118248819
350	0.2116303299
351	0.2113848394
352	0.2110993819
353	0.2110045361
354	0.2108047648
355	0.2106358071
356	0.210452872
357	0.2103244514
358	0.210238022
359	0.2099749145
360	0.2097388847
361	0.2096030724
362	0.2093844248
363	0.209242979
364	0.2090106063
365	0.2088633786
366	0.2086425732
367	0.2084101008
368	0.2082109973
369	0.2080196766
370	0.2078941532
371	0.2077194972
372	0.2076006659
373	0.2074366558
374	0.207308111
375	0.2070309633
376	0.206849022
377	0.2066543361
378	0.2064205624
379	0.2061504763
380	0.2058828831
381	0.2057259996
382	0.2054328028
383	0.2053103239
384	0.2051906591
385	0.204986009
386	0.2048237579
387	0.2046382089
388	0.2044334847
389	0.2042671605
390	0.2041122196
391	0.2039053238
392	0.2037842929
393	0.2036324154
394	0.2034302133
395	0.2031900701
396	0.203067336
397	0.2029796629
398	0.2028429826
399	0.202629024
400	0.2025044554
401	0.202317891
402	0.2020438023
403	0.2017852859
404	0.2015036821
405	0.2012899076
406	0.2010170115
407	0.2008161253
408	0.2005782044
409	0.2002978025
410	0.2001037112
411	0.1998287767
412	0.1996494533
413	0.1994366463
414	0.1992649098
415	0.1990184175
416	0.1988524459
417	0.1985595707
418	0.1983095738
419	0.1980902603
420	0.1979142696
421	0.1977375472
422	0.1975844308
423	0.1974382505
424	0.197281853
425	0.1970992662
426	0.1969088222
427	0.1968121807
428	0.1966465922
429	0.1965092979
430	0.196402892
431	0.1961739235
432	0.195992704
433	0.1958803658
434	0.1957311252
435	0.1955715826
436	0.1954351811
437	0.1952981036
438	0.1951202005
439	0.1948018016
440	0.1946285185
441	0.1944342045
442	0.1942473133
443	0.1940829839
444	0.1939222394
445	0.1937592897
446	0.1935426107
447	0.1934538018
448	0.1933427768
449	0.1932126451
450	0.1930422301
451	0.1928461216
452	0.1926754054
453	0.1925175677
454	0.1923524942
455	0.1922474285
456	0.1920888696
457	0.1920094968
458	0.1918663003
459	0.1916597893
460	0.191466898
461	0.1912341142
462	0.1910866153
463	0.1909198382
464	0.1907786674
465	0.1906314756
466	0.1904572648
467	0.1901782261
468	0.189992364
469	0.189858377
470	0.1897445964
471	0.1896248207
472	0.1894858446
473	0.1893354228
474	0.189129924
475	0.189001782
476	0.1888045447
477	0.1886236047
478	0.1884983706
479	0.1883122686
480	0.1882092315
481	0.188044957
482	0.1879139188
483	0.1877972294
484	0.1876615277
485	0.1874791425
486	0.1873502454
487	0.1872373001
488	0.1870662888
489	0.1869497914
490	0.1866732365
491	0.1865566173
492	0.1864430673
493	0.1862486739
494	0.1861432432
495	0.1859801455
496	0.1857958416
497	0.185629022
498	0.1855358596
499	0.1854051048
500	0.1851760217
501	0.1849828532
502	0.1848296231
503	0.1846090124
504	0.1844111318
505	0.1842889931
506	0.1841680873
507	0.1841031887
508	0.1839495963
509	0.183808041
510	0.1836787111
511	0.1834649532
512	0.1832877641
513	0.1831685391
514	0.1830536892
515	0.182891071
516	0.1827720837
517	0.1825740119
518	0.1823879596
519	0.1822640976
520	0.182090663
521	0.1820021429
522	0.1818501391
523	0.1817246664
524	0.1816319578
525	0.1814880202
526	0.1813853792
527	0.1813111151
528	0.1810869063
529	0.1809640824
530	0.1808449618
531	0.1807021122
532	0.1805818467
533	0.1804736551
534	0.1803474278
535	0.1801189466
536	0.1799139062
537	0.1798008969
538	0.1797108775
539	0.1796219765
540	0.1795077762
541	0.1793515909
542	0.1791861521
543	0.17901125
544	0.1788701057
545	0.1787677758
546	0.1786371171
547	0.1785064084
548	0.1782693956
549	0.1781775445
550	0.1780113114
551	0.1779257788
552	0.1778347403
553	0.1777266038
554	0.1775269592
555	0.1774390676
556	0.1773368968
557	0.1771991904
558	0.1770920104
559	0.1770080413
560	0.1768484568
561	0.1767471229
562	0.1766406541
563	0.1765348562
564	0.1763239806
565	0.1762197027
566	0.1761413236
567	0.1759922152
568	0.1758667565
569	0.1756867597
570	0.1755322111
571	0.1754052376
572	0.1752547021
573	0.1751011959
574	0.1748931707
575	0.174746797
576	0.1746389508
577	0.1744551569
578	0.1743262755
579	0.1741822997
580	0.1740988163
581	0.1739878165
582	0.1738075082
583	0.1737208412
584	0.1735716397
585	0.1734188036
586	0.1733441421
587	0.1731664463
588	0.172997792
589	0.1729066029
590	0.1726721312
591	0.1725134391
592	0.1723880143
593	0.1723459998
594	0.1722873893
595	0.1721278252
596	0.1719924275
597	0.1718929993
598	0.1717472653
599	0.1716496405
600	0.1714683236
601	0.1713305314
602	0.171172153
603	0.1710365732
604	0.1708156328
605	0.1707263896
606	0.1704843269
607	0.1704000703
608	0.1702756887
609	0.1700929683
610	0.1699697688
611	0.169792436
612	0.1696875171
613	0.1695884182
614	0.1694134938
615	0.169334567
616	0.1692363236
617	0.1691718475
618	0.1690413682
619	0.1689151161
620	0.1687013768
621	0.1685828963
622	0.1684796217
623	0.1683486738
624	0.1680694103
625	0.167914264
626	0.167795928
627	0.16774385
628	0.1675693838
629	0.1675179695
630	0.1674263952
631	0.167282341
632	0.1671963225
633	0.1671001067
634	0.1670062365
635	0.166893303
636	0.1667816041
637	0.1666884409
638	0.1666329361
639	0.166518061
640	0.1663724688
641	0.1662710603
642	0.1661794697
643	0.1660934267
644	0.1660031601
645	0.1658556672
646	0.165733069
647	0.1656034793
648	0.1654879507
649	0.165316762
650	0.1651599531
651	0.1649741269
652	0.1648291147
653	0.1646858987
654	0.1645547173
655	0.1644571701
656	0.1643076305
657	0.1641905628
658	0.1640379341
659	0.164004652
660	0.1638863516
661	0.1637057416
662	0.1636201023
663	0.1634112718
664	0.1632764923
665	0.163161658
666	0.1630483377
667	0.1628473316
668	0.1626880144
669	0.1625098796
670	0.162416011
671	0.1622325351
672	0.1621213581
673	0.1620290963
674	0.161939105
675	0.1618064879
676	0.1617154487
677	0.1615706404
678	0.1614450927
679	0.1613726951
680	0.1613011052
681	0.1611998964
682	0.1610719192
683	0.1609067548
684	0.1607944092
685	0.1606653833
686	0.1605494454
687	0.1604143109
688	0.1602457255
689	0.1601587641
690	0.1599776332
691	0.1597938166
692	0.1596747341
693	0.1595408394
694	0.1594752137
695	0.1593137319
696	0.1592341773
697	0.1591417783
698	0.1589998988
699	0.1589452362
700	0.1588246959
701	0.1586603767
702	0.1585041283
703	0.1582688946
704	0.1581903875
705	0.1580904953
706	0.1579973639
707	0.1578975075
708	0.1577509
709	0.1576592441
710	0.1575590292
711	0.1573344693
712	0.157230452
713	0.1570841955
714	0.1569438723
715	0.1568208584
716	0.156728561
717	0.156605479
718	0.1564941505
719	0.1563606763
720	0.156254769
721	0.1561845268
722	0.156104004
723	0.1560148517
724	0.1558562483
725	0.1557636421
726	0.1556620305
727	0.1555351042
728	0.15536164
729	0.1552891579
730	0.1552174701
731	0.1550904388
732	0.1549913236
733	0.154917582
734	0.1548155011
735	0.1547330769
736	0.1546918595
737	0.1546180425
738	0.1545580152
739	0.15444446
740	0.1543633323
741	0.1542654941
742	0.1541327653
743	0.1539935765
744	0.1538944935
745	0.1538125231
746	0.1536941659
747	0.1536206809
748	0.1534991612
749	0.1534203857
750	0.1533053384
751	0.1531755228
752	0.1530851325
753	0.1529833301
754	0.1528805316
755	0.152787208
756	0.1527327264
757	0.1525582858
758	0.1524405678
759	0.1523315365
760	0.1522509546
761	0.152161425
762	0.1521053779
763	0.1520075443
764	0.1518840974
765	0.1517775391
766	0.1516217307
767	0.151548171
768	0.1514163755
769	0.1513289966
770	0.1511580739
771	0.151045039
772	0.1509489576
773	0.1507871628
774	0.1507166909
775	0.1505793365
776	0.1504888589
777	0.1503402312
778	0.1502014238
779	0.1500676148
780	0.1500004869
781	0.1499144757
782	0.1498246183
783	0.1497426233
784	0.1495982454
785	0.1495217116
786	0.1493789827
787	0.1492548254
788	0.1492032001
789	0.149090342
790	0.1490285319
791	0.148842915
792	0.1487637213
793	0.1486830405
794	0.1486191701
795	0.1485459752
796	0.1484840201
797	0.1484216946
798	0.1483370481
799	0.148270638
800	0.1482073723
801	0.1481303759
802	0.1480819901
803	0.1479678511
804	0.1478851799
805	0.1477860441
806	0.1477300254
807	0.147633748
808	0.1475139375
809	0.1474012557
810	0.1473034557
811	0.1471873298
812	0.1470572669
813	0.1469689496
814	0.1468348813
815	0.1467549658
816	0.146666744
817	0.1465729184
818	0.1464538385
819	0.1463911737
820	0.1462936914
821	0.1461647882
822	0.1460526912
823	0.1459514494
824	0.145872069
825	0.1456929994
826	0.1455628535
827	0.1455271996
828	0.145479409
829	0.1453792543
830	0.1452814411
831	0.1451950738
832	0.1451645294
833	0.1450170027
834	0.1449107038
835	0.1447979767
836	0.1447548337
837	0.1446546379
838	0.1445408016
839	0.1444475235
840	0.1443434842
841	0.1442717359
842	0.1440981818
843	0.1440202368
844	0.1439186912
845	0.1438155406
846	0.1437504466
847	0.1435964109
848	0.1435260419
849	0.1434641688
850	0.1434075348
851	0.1433558537
852	0.1432808242
853	0.1431667725
854	0.1430905518
855	0.1429772315
856	0.1428995465
857	0.1428262193
858	0.1427331775
859	0.1426480628
860	0.1425555417
861	0.1424875371
862	0.1424181594
863	0.1424001334
864	0.1423074645
865	0.1422036638
866	0.1421286633
867	0.1420516386
868	0.1419428201
869	0.1418237066
870	0.1417488276
871	0.1416936628
872	0.1416378931
873	0.1415760559
874	0.1415148544
875	0.141435666
876	0.1412866911
877	0.1412277221
878	0.1411600644
879	0.1410583531
880	0.1409758823
881	0.1408912891
882	0.1408121078
883	0.1406887399
884	0.1405528581
885	0.14042408
886	0.1403834199
887	0.1402735519
888	0.1401836903
889	0.1401224232
890	0.140007026
891	0.139864232
892	0.1397401018
893	0.1396468131
894	0.1395557043
895	0.139436834
896	0.1393328605
897	0.1392255083
898	0.1391361536
899	0.1390604038
900	0.1389917897
901	0.1389087559
902	0.1388857251
903	0.1387257846
904	0.1386614531
905	0.1385257235
906	0.1384370044
907	0.13834909
908	0.1382888411
909	0.1382016248
910	0.1381109137
911	0.1380276746
912	0.1379388323
913	0.1378912228
914	0.1378209967
915	0.1376812989
916	0.1376139255
917	0.1375334629
918	0.1374357837
919	0.1373732238
920	0.1372904274
921	0.1372361365
922	0.1371676208
923	0.1370883913
924	0.1369685414
925	0.1369190279
926	0.1367798251
927	0.1366391427
928	0.1365585298
929	0.1364569118
930	0.1363490821
931	0.1362989227
932	0.1362276974
933	0.1361214013
934	0.1360441589
935	0.1360003727
936	0.1359175444
937	0.1358245331
938	0.1356832268
939	0.1356271068
940	0.1355456554
941	0.1354780226
942	0.1353395668
943	0.1352428615
944	0.1351012175
945	0.1350450039
946	0.1349826991
947	0.1349232399
948	0.1348609862
949	0.1348171027
950	0.1347400391
951	0.1346482679
952	0.1345714241
953	0.1345284042
954	0.1344556644
955	0.1343891612
956	0.1343311439
957	0.1342387937
958	0.1341242918
959	0.1340103004
960	0.1339158652
961	0.1338617897
962	0.1338111121
963	0.1336911443
964	0.13364222
965	0.1335269405
966	0.1334548121
967	0.1333418249
968	0.1332867571
969	0.1332430266
970	0.1331547443
971	0.1330634379
972	0.1329461969
973	0.1328318811
974	0.1327595225
975	0.1326821617
976	0.1325972778
977	0.1325299534
978	0.1324378766
979	0.1323664488
980	0.1323173106
981	0.1322399235
982	0.1321711596
983	0.1321055502
984	0.1320160449
985	0.131934526
986	0.1318012854
987	0.1317069638
988	0.1316261086
989	0.1315358921
990	0.1314093572
991	0.1313231226
992	0.1312404141
993	0.1311145363
994	0.1310495739
995	0.1310347487
996	0.1309487149
997	0.1308293903
998	0.1307089118
999	0.1306484704
